Q3	Q4a	Q4b	Q4c	Q4d	Q4e	Q5a	Q5b	Q5c	Q6	Q7a	Q7b	Q7c	Q7d	Q7e	Q7f	Q7g	Q7h	Q7i	Q7j	Q7k	Q7l	Q8a	Q8b	Q8c	Q10	Q15	Q15b	Q16	Q1	CODERESP
10	10	10	10	8	98	10	10	10	10	10	10	10	10	10	10	10	98	10	10	10	10	8	8	10	10	10	10	10	7	187
10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	6	8	8	10	7	8	10	10	8	7	10	7	243
10	10	10	10	10	98	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	7	125
10	10	10	10	98	98	10	10	98	10	10	98	10	10	10	10	10	98	10	8	10	98	10	10	10	10	10	10	9	7	396
10	10	10	10	9	98	10	10	10	9	10	9	10	10	10	9	9	9	9	10	10	10	8	8	98	9	10	10	10	7	431
10	9	8	10	8	98	10	10	10	10	10	10	9	9	10	10	10	10	8	8	10	8	8	8	8	10	10	10	9	7	166
10	10	10	10	9	98	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	98	10	10	98	10	10	10	10	7	191
10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	7	43
9	10	5	9	8	5	10	10	10	10	9	10	10	10	10	10	10	9	10	10	10	5	7	6	5	9	8	8	10	7	235
10	10	8	10	8	6	8	9	9	9	9	9	9	7	9	8	8	9	9	9	9	9	8	8	8	5	9	9	9	7	303
9	9	9	9	98	98	9	9	9	9	8	9	9	8	10	10	10	98	10	8	10	8	98	98	9	9	98	9	9	7	222
9	10	8	8	6	5	8	10	10	10	9	8	8	9	9	8	8	7	7	7	8	7	7	7	7	7	8	8	8	7	324
9	9	9	9	9	8	9	9	9	10	10	9	8	9	9	9	9	10	10	10	10	8	8	8	9	8	9	10	8	7	118
8	9	8	9	8	7	8	9	9	10	9	8	9	9	9	8	9	8	8	8	10	8	8	8	7	9	10	10	9	7	338
9	9	8	10	8	98	10	10	10	9	9	10	9	8	9	10	9	9	9	8	10	7	9	8	8	6	10	10	9	7	110
9	10	9	9	98	98	9	9	9	9	9	98	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	8	7	233
9	9	9	8	8	98	8	10	10	8	9	9	9	9	9	8	9	9	8	8	10	6	9	9	9	10	10	10	9	7	79
10	8	9	9	98	98	10	9	9	8	8	8	8	8	9	8	8	9	8	8	10	8	7	8	7	10	9	9	8	7	410
8	8	8	8	8	98	8	8	10	9	9	9	9	9	9	9	7	9	9	9	8	8	8	7	98	9	9	9	9	7	373
8	8	9	6	5	98	10	8	10	9	10	98	98	98	7	9	9	98	8	4	10	3	9	9	98	8	9	9	9	7	35
8	9	8	9	7	8	10	10	8	9	10	10	10	10	10	8	10	10	10	8	10	7	8	6	8	8	8	8	8	7	20
9	8	8	8	7	5	9	9	9	8	8	9	8	9	9	9	9	98	8	7	9	8	7	7	8	8	8	8	8	7	264
8	9	9	9	9	8	7	8	8	9	9	8	9	8	8	8	8	8	8	9	10	10	8	8	9	10	9	9	8	7	329
9	9	9	9	7	8	10	10	10	8	8	8	9	8	8	7	8	9	8	7	9	6	7	8	98	6	98	9	8	7	92
9	10	8	8	6	7	10	10	10	8	8	8	7	6	6	8	8	10	8	8	10	8	8	8	8	5	8	10	8	7	17
9	8	8	8	9	9	7	8	8	9	8	7	8	8	8	9	9	7	10	9	10	8	7	7	7	8	8	7	7	7	419
8	98	98	9	6	98	10	10	10	9	9	98	7	5	7	9	10	98	10	5	10	6	9	5	98	5	8	8	8	7	237
9	9	98	8	9	98	10	9	9	8	8	8	8	8	8	9	9	98	9	9	9	8	8	8	7	8	8	8	8	7	385
8	8	9	9	10	98	10	10	10	8	9	9	9	9	7	9	10	9	10	9	9	9	8	98	8	9	9	9	9	7	13
9	8	5	7	2	3	10	10	10	8	9	8	98	98	8	8	9	10	8	8	9	4	3	3	8	5	7	7	8	7	300
8	8	5	8	7	98	9	9	9	9	9	7	8	8	8	9	9	8	7	7	9	9	8	7	5	7	8	8	8	7	207
9	10	8	8	8	98	10	10	10	8	8	10	8	7	8	7	7	10	8	8	10	7	8	8	8	10	8	8	8	7	412
8	8	5	8	5	98	10	8	9	8	8	8	8	8	7	7	8	7	9	9	10	6	7	7	98	9	9	9	8	7	130
8	10	8	8	10	10	8	8	6	8	10	10	7	8	8	8	7	10	10	8	8	6	8	6	8	10	10	8	8	7	58
8	8	5	8	7	98	8	8	8	8	7	8	8	7	7	8	8	7	7	8	8	7	6	6	7	8	10	8	8	7	204
8	8	6	7	6	7	7	7	8	8	8	7	8	8	8	9	8	8	9	8	9	8	6	6	7	9	8	8	8	7	318
9	8	8	9	8	6	8	9	8	7	8	8	8	9	8	7	8	8	7	6	9	6	7	7	6	10	7	8	8	7	195
8	7	5	8	8	6	9	9	9	8	7	8	8	7	8	8	7	5	8	7	9	8	5	5	5	7	9	8	8	7	135
7	8	8	8	98	98	9	9	9	8	8	98	8	8	8	7	8	9	8	8	8	8	7	7	7	5	8	8	9	7	26
8	8	7	8	8	6	8	8	8	8	8	8	8	8	8	8	8	98	8	5	8	5	8	8	5	8	7	7	8	7	101
9	9	98	9	8	5	8	9	8	8	8	7	9	7	7	7	9	9	7	8	10	8	9	8	98	7	8	8	7	7	266
8	8	8	9	7	98	8	10	10	8	8	8	8	98	8	7	8	7	8	9	10	8	98	6	8	8	8	10	8	7	84
8	8	98	8	8	98	10	10	10	8	8	8	7	98	8	8	8	7	9	7	9	7	7	8	7	8	8	5	7	7	283
8	9	8	7	8	6	8	9	9	8	8	8	9	8	7	7	8	9	9	7	8	7	6	6	7	7	8	8	7	7	376
8	10	10	10	98	98	7	8	8	8	7	8	9	8	9	9	9	98	9	10	9	5	8	8	8	7	8	8	7	7	276
8	8	9	8	8	8	7	8	8	7	8	8	8	9	8	8	7	8	8	7	9	7	7	7	8	5	7	7	8	7	78
8	8	10	8	10	9	10	10	10	7	7	7	7	8	8	6	7	10	9	7	10	7	7	6	7	6	8	8	8	7	83
8	8	7	8	5	6	9	9	9	8	8	8	7	98	7	8	7	9	8	7	8	6	5	5	5	5	7	6	7	7	256
8	7	7	7	7	6	9	9	9	8	8	8	7	7	7	7	7	7	6	7	7	7	7	6	6	7	8	7	7	7	292
9	9	9	9	8	98	8	10	10	7	7	9	7	98	10	10	10	9	8	8	10	7	9	9	98	8	8	9	7	7	150
8	10	98	9	9	98	10	10	10	7	8	98	8	98	10	10	10	10	10	10	10	9	7	7	98	9	98	7	8	7	52
8	8	8	8	6	5	8	9	9	8	7	7	7	6	6	8	8	8	9	7	9	5	7	7	8	8	7	7	6	7	117
7	7	8	8	8	7	9	9	9	7	7	9	8	98	7	7	8	9	9	7	9	7	7	8	8	8	98	8	8	7	246
7	7	7	7	7	98	7	10	8	8	8	98	7	8	9	6	8	98	8	98	9	98	5	6	98	7	7	7	7	7	404
8	10	10	10	7	7	9	10	10	7	10	8	9	10	9	10	10	10	10	8	10	10	9	10	10	10	10	10	7	7	340
7	7	98	7	6	98	9	8	8	8	7	7	6	7	8	7	7	7	7	6	8	6	10	10	98	6	7	7	7	7	449
9	9	7	8	6	98	8	10	10	5	8	8	7	98	6	7	8	9	9	8	10	8	7	8	8	10	9	10	8	7	414
8	8	98	7	7	98	8	10	8	8	7	98	8	7	8	8	8	9	9	8	8	7	7	7	7	7	8	7	6	7	323
7	6	5	6	6	6	8	7	10	8	5	5	5	6	5	6	7	7	5	5	7	5	7	6	5	7	5	7	6	7	32
7	7	7	7	7	7	8	8	8	7	7	7	8	8	8	7	8	7	7	7	9	7	7	7	7	7	8	8	7	7	427
7	8	9	7	7	98	10	10	10	7	8	8	7	6	8	7	7	8	9	8	9	6	7	7	7	7	7	7	7	7	181
7	8	6	8	5	98	8	10	10	7	8	98	8	9	9	8	8	8	7	7	10	8	7	5	7	7	8	7	7	7	70
8	10	5	7	4	5	7	7	7	7	9	9	9	9	6	8	8	8	7	7	9	5	5	5	5	7	7	7	6	7	165
8	9	9	9	9	98	7	8	9	6	7	8	9	6	6	7	7	7	6	6	8	6	7	7	5	8	7	7	7	7	59
8	8	9	7	7	7	10	10	10	6	7	7	9	9	8	6	8	8	6	6	10	8	7	8	8	7	8	8	7	7	439
7	7	10	8	5	5	8	7	8	8	7	98	7	8	7	5	98	8	7	98	8	98	7	98	8	5	98	7	6	7	275
7	6	7	7	6	6	8	9	9	8	8	7	8	7	7	7	7	8	7	7	8	7	6	6	6	4	5	5	5	7	189
7	7	7	7	5	9	98	9	9	5	5	8	6	7	6	7	5	8	5	7	9	5	7	7	8	10	7	9	8	7	425
8	7	98	7	6	98	7	7	8	7	7	7	98	98	7	7	8	8	7	98	8	5	7	7	7	7	7	7	5	7	184
8	8	7	98	5	98	7	7	7	5	5	98	8	98	98	8	7	7	8	8	8	98	7	7	7	8	7	7	7	7	25
7	7	5	8	6	5	7	10	9	7	6	5	8	4	8	5	7	6	6	5	9	8	4	4	7	7	5	7	5	7	259
6	7	8	6	8	8	5	4	8	6	8	8	8	7	3	1	8	8	3	2	7	5	5	5	6	7	8	8	7	7	253
7	7	98	7	98	98	8	8	8	5	7	8	7	5	5	5	8	8	8	7	8	6	6	6	98	5	7	5	6	7	452
6	6	8	9	5	98	10	10	10	6	6	5	6	98	4	8	7	98	8	8	8	4	4	3	4	8	5	5	5	7	88
6	5	4	6	7	98	6	4	4	5	8	8	6	7	8	5	8	8	4	5	8	7	7	7	6	10	8	8	5	7	1
4	4	4	5	5	98	9	9	9	4	5	7	5	4	4	2	7	7	4	4	4	4	3	5	5	9	4	7	5	7	44
5	4	5	3	7	98	7	7	8	4	98	98	4	5	5	2	98	8	4	2	5	2	1	1	3	1	98	2	2	7	6
3	2	5	3	5	5	5	5	5	3	10	10	10	98	5	5	10	10	2	1	5	1	1	1	98	1	10	1	1	7	4
5	7	98	5	5	5	6	4	5	4	5	98	5	5	4	6	6	98	6	4	6	4	5	5	98	4	5	5	5	7	353
5	6	6	5	5	5	9	9	9	4	6	6	4	98	4	5	4	5	4	4	6	5	4	4	6	3	5	5	4	7	168
10	10	10	10	8	98	10	10	10	10	10	10	10	10	10	10	10	98	10	10	10	10	8	8	10	10	10	10	10	7	187
10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	6	8	8	10	7	8	10	10	8	7	10	7	243
10	10	10	10	10	98	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	7	125
10	10	10	10	98	98	10	10	98	10	10	98	10	10	10	10	10	98	10	8	10	98	10	10	10	10	10	10	9	7	396
10	10	10	10	9	98	10	10	10	9	10	9	10	10	10	9	9	9	9	10	10	10	8	8	98	9	10	10	10	7	431
10	9	8	10	8	98	10	10	10	10	10	10	9	9	10	10	10	10	8	8	10	8	8	8	8	10	10	10	9	7	166
10	10	10	10	9	98	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	98	10	10	98	10	10	10	10	7	191
10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	7	43
9	10	5	9	8	5	10	10	10	10	9	10	10	10	10	10	10	9	10	10	10	5	7	6	5	9	8	8	10	7	235
10	10	8	10	8	6	8	9	9	9	9	9	9	7	9	8	8	9	9	9	9	9	8	8	8	5	9	9	9	7	303
9	9	9	9	98	98	9	9	9	9	8	9	9	8	10	10	10	98	10	8	10	8	98	98	9	9	98	9	9	7	222
9	10	8	8	6	5	8	10	10	10	9	8	8	9	9	8	8	7	7	7	8	7	7	7	7	7	8	8	8	7	324
9	9	9	9	9	8	9	9	9	10	10	9	8	9	9	9	9	10	10	10	10	8	8	8	9	8	9	10	8	7	118
8	9	8	9	8	7	8	9	9	10	9	8	9	9	9	8	9	8	8	8	10	8	8	8	7	9	10	10	9	7	338
9	9	8	10	8	98	10	10	10	9	9	10	9	8	9	10	9	9	9	8	10	7	9	8	8	6	10	10	9	7	110
9	10	9	9	98	98	9	9	9	9	9	98	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	8	7	233
9	9	9	8	8	98	8	10	10	8	9	9	9	9	9	8	9	9	8	8	10	6	9	9	9	10	10	10	9	7	79
10	8	9	9	98	98	10	9	9	8	8	8	8	8	9	8	8	9	8	8	10	8	7	8	7	10	9	9	8	7	410
8	8	8	8	8	98	8	8	10	9	9	9	9	9	9	9	7	9	9	9	8	8	8	7	98	9	9	9	9	7	373
8	8	9	6	5	98	10	8	10	9	10	98	98	98	7	9	9	98	8	4	10	3	9	9	98	8	9	9	9	7	35
8	9	8	9	7	8	10	10	8	9	10	10	10	10	10	8	10	10	10	8	10	7	8	6	8	8	8	8	8	7	20
9	8	8	8	7	5	9	9	9	8	8	9	8	9	9	9	9	98	8	7	9	8	7	7	8	8	8	8	8	7	264
8	9	9	9	9	8	7	8	8	9	9	8	9	8	8	8	8	8	8	9	10	10	8	8	9	10	9	9	8	7	329
9	9	9	9	7	8	10	10	10	8	8	8	9	8	8	7	8	9	8	7	9	6	7	8	98	6	98	9	8	7	92
9	10	8	8	6	7	10	10	10	8	8	8	7	6	6	8	8	10	8	8	10	8	8	8	8	5	8	10	8	7	17
9	8	8	8	9	9	7	8	8	9	8	7	8	8	8	9	9	7	10	9	10	8	7	7	7	8	8	7	7	7	419
8	98	98	9	6	98	10	10	10	9	9	98	7	5	7	9	10	98	10	5	10	6	9	5	98	5	8	8	8	7	237
9	9	98	8	9	98	10	9	9	8	8	8	8	8	8	9	9	98	9	9	9	8	8	8	7	8	8	8	8	7	385
8	8	9	9	10	98	10	10	10	8	9	9	9	9	7	9	10	9	10	9	9	9	8	98	8	9	9	9	9	7	13
9	8	5	7	2	3	10	10	10	8	9	8	98	98	8	8	9	10	8	8	9	4	3	3	8	5	7	7	8	7	300
8	8	5	8	7	98	9	9	9	9	9	7	8	8	8	9	9	8	7	7	9	9	8	7	5	7	8	8	8	7	207
9	10	8	8	8	98	10	10	10	8	8	10	8	7	8	7	7	10	8	8	10	7	8	8	8	10	8	8	8	7	412
8	8	5	8	5	98	10	8	9	8	8	8	8	8	7	7	8	7	9	9	10	6	7	7	98	9	9	9	8	7	130
8	10	8	8	10	10	8	8	6	8	10	10	7	8	8	8	7	10	10	8	8	6	8	6	8	10	10	8	8	7	58
8	8	5	8	7	98	8	8	8	8	7	8	8	7	7	8	8	7	7	8	8	7	6	6	7	8	10	8	8	7	204
8	8	6	7	6	7	7	7	8	8	8	7	8	8	8	9	8	8	9	8	9	8	6	6	7	9	8	8	8	7	318
9	8	8	9	8	6	8	9	8	7	8	8	8	9	8	7	8	8	7	6	9	6	7	7	6	10	7	8	8	7	195
8	7	5	8	8	6	9	9	9	8	7	8	8	7	8	8	7	5	8	7	9	8	5	5	5	7	9	8	8	7	135
7	8	8	8	98	98	9	9	9	8	8	98	8	8	8	7	8	9	8	8	8	8	7	7	7	5	8	8	9	7	26
8	8	7	8	8	6	8	8	8	8	8	8	8	8	8	8	8	98	8	5	8	5	8	8	5	8	7	7	8	7	101
9	9	98	9	8	5	8	9	8	8	8	7	9	7	7	7	9	9	7	8	10	8	9	8	98	7	8	8	7	7	266
8	8	8	9	7	98	8	10	10	8	8	8	8	98	8	7	8	7	8	9	10	8	98	6	8	8	8	10	8	7	84
8	8	98	8	8	98	10	10	10	8	8	8	7	98	8	8	8	7	9	7	9	7	7	8	7	8	8	5	7	7	283
8	9	8	7	8	6	8	9	9	8	8	8	9	8	7	7	8	9	9	7	8	7	6	6	7	7	8	8	7	7	376
8	10	10	10	98	98	7	8	8	8	7	8	9	8	9	9	9	98	9	10	9	5	8	8	8	7	8	8	7	7	276
8	8	9	8	8	8	7	8	8	7	8	8	8	9	8	8	7	8	8	7	9	7	7	7	8	5	7	7	8	7	78
8	8	10	8	10	9	10	10	10	7	7	7	7	8	8	6	7	10	9	7	10	7	7	6	7	6	8	8	8	7	83
8	8	7	8	5	6	9	9	9	8	8	8	7	98	7	8	7	9	8	7	8	6	5	5	5	5	7	6	7	7	256
8	7	7	7	7	6	9	9	9	8	8	8	7	7	7	7	7	7	6	7	7	7	7	6	6	7	8	7	7	7	292
9	9	9	9	8	98	8	10	10	7	7	9	7	98	10	10	10	9	8	8	10	7	9	9	98	8	8	9	7	7	150
8	10	98	9	9	98	10	10	10	7	8	98	8	98	10	10	10	10	10	10	10	9	7	7	98	9	98	7	8	7	52
8	8	8	8	6	5	8	9	9	8	7	7	7	6	6	8	8	8	9	7	9	5	7	7	8	8	7	7	6	7	117
7	7	8	8	8	7	9	9	9	7	7	9	8	98	7	7	8	9	9	7	9	7	7	8	8	8	98	8	8	7	246
7	7	7	7	7	98	7	10	8	8	8	98	7	8	9	6	8	98	8	98	9	98	5	6	98	7	7	7	7	7	404
8	10	10	10	7	7	9	10	10	7	10	8	9	10	9	10	10	10	10	8	10	10	9	10	10	10	10	10	7	7	340
7	7	98	7	6	98	9	8	8	8	7	7	6	7	8	7	7	7	7	6	8	6	10	10	98	6	7	7	7	7	449
9	9	7	8	6	98	8	10	10	5	8	8	7	98	6	7	8	9	9	8	10	8	7	8	8	10	9	10	8	7	414
8	8	98	7	7	98	8	10	8	8	7	98	8	7	8	8	8	9	9	8	8	7	7	7	7	7	8	7	6	7	323
7	6	5	6	6	6	8	7	10	8	5	5	5	6	5	6	7	7	5	5	7	5	7	6	5	7	5	7	6	7	32
7	7	7	7	7	7	8	8	8	7	7	7	8	8	8	7	8	7	7	7	9	7	7	7	7	7	8	8	7	7	427
7	8	9	7	7	98	10	10	10	7	8	8	7	6	8	7	7	8	9	8	9	6	7	7	7	7	7	7	7	7	181
7	8	6	8	5	98	8	10	10	7	8	98	8	9	9	8	8	8	7	7	10	8	7	5	7	7	8	7	7	7	70
8	10	5	7	4	5	7	7	7	7	9	9	9	9	6	8	8	8	7	7	9	5	5	5	5	7	7	7	6	7	165
8	9	9	9	9	98	7	8	9	6	7	8	9	6	6	7	7	7	6	6	8	6	7	7	5	8	7	7	7	7	59
8	8	9	7	7	7	10	10	10	6	7	7	9	9	8	6	8	8	6	6	10	8	7	8	8	7	8	8	7	7	439
7	7	10	8	5	5	8	7	8	8	7	98	7	8	7	5	98	8	7	98	8	98	7	98	8	5	98	7	6	7	275
7	6	7	7	6	6	8	9	9	8	8	7	8	7	7	7	7	8	7	7	8	7	6	6	6	4	5	5	5	7	189
7	7	7	7	5	9	98	9	9	5	5	8	6	7	6	7	5	8	5	7	9	5	7	7	8	10	7	9	8	7	425
8	7	98	7	6	98	7	7	8	7	7	7	98	98	7	7	8	8	7	98	8	5	7	7	7	7	7	7	5	7	184
8	8	7	98	5	98	7	7	7	5	5	98	8	98	98	8	7	7	8	8	8	98	7	7	7	8	7	7	7	7	25
7	7	5	8	6	5	7	10	9	7	6	5	8	4	8	5	7	6	6	5	9	8	4	4	7	7	5	7	5	7	259
6	7	8	6	8	8	5	4	8	6	8	8	8	7	3	1	8	8	3	2	7	5	5	5	6	7	8	8	7	7	253
7	7	98	7	98	98	8	8	8	5	7	8	7	5	5	5	8	8	8	7	8	6	6	6	98	5	7	5	6	7	452
6	6	8	9	5	98	10	10	10	6	6	5	6	98	4	8	7	98	8	8	8	4	4	3	4	8	5	5	5	7	88
6	5	4	6	7	98	6	4	4	5	8	8	6	7	8	5	8	8	4	5	8	7	7	7	6	10	8	8	5	7	1
4	4	4	5	5	98	9	9	9	4	5	7	5	4	4	2	7	7	4	4	4	4	3	5	5	9	4	7	5	7	44
5	4	5	3	7	98	7	7	8	4	98	98	4	5	5	2	98	8	4	2	5	2	1	1	3	1	98	2	2	7	6
3	2	5	3	5	5	5	5	5	3	10	10	10	98	5	5	10	10	2	1	5	1	1	1	98	1	10	1	1	7	4
6	7	5	5	5	98	8	8	9	7	6	5	98	4	6	5	8	98	7	5	7	4	7	7	98	4	5	4	5	8	87
5	8	8	5	3	98	8	8	10	5	5	5	98	6	5	1	8	98	10	3	8	1	5	1	98	2	5	5	5	8	157
4	3	3	3	4	98	9	10	10	2	6	98	5	98	5	3	5	98	2	2	5	1	98	98	5	5	3	1	3	8	8
6	7	4	7	4	98	8	9	8	6	8	6	7	5	6	8	6	7	9	4	9	7	98	98	98	1	5	4	6	8	149
10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	8	413
10	10	10	10	10	9	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	8	199
10	10	10	10	10	98	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	8	254
10	9	9	9	7	98	9	9	9	10	10	9	10	9	9	8	9	98	8	8	10	8	9	8	9	10	9	10	9	8	7
10	10	8	10	10	5	8	10	10	9	9	10	8	8	10	7	10	10	9	9	10	9	8	8	8	10	10	10	9	8	325
9	10	98	8	5	98	8	9	10	10	9	98	8	7	10	9	9	98	10	7	10	98	5	5	5	10	10	10	9	8	143
10	10	5	10	10	98	10	10	10	8	10	10	10	10	10	10	10	10	10	10	10	10	8	8	98	10	10	10	8	8	312
10	10	98	10	5	98	10	10	10	8	10	5	10	8	10	10	10	10	10	10	10	5	10	10	98	10	98	10	8	8	80
9	9	9	9	9	98	9	10	9	9	9	9	9	9	9	9	9	98	9	9	9	9	9	9	9	10	9	9	8	8	37
10	10	10	10	10	98	10	10	10	8	8	10	9	98	10	9	9	98	10	9	9	9	10	10	9	10	10	10	7	8	183
8	8	8	8	10	98	10	10	10	9	8	10	8	98	10	10	9	98	9	8	10	98	7	7	9	8	9	8	8	8	239
8	10	10	10	8	9	8	8	8	8	9	9	9	9	9	9	9	9	9	9	10	9	5	5	9	10	10	10	9	8	346
9	10	8	8	98	98	10	10	10	8	9	8	8	9	9	9	7	98	9	6	9	8	6	6	8	9	10	10	8	8	274
10	10	8	10	8	98	98	10	10	10	8	98	8	98	10	10	8	98	8	8	8	8	10	8	8	10	8	8	5	8	12
8	9	8	9	7	98	10	10	10	9	9	98	8	98	9	7	9	8	10	9	10	7	7	7	98	8	9	9	7	8	290
8	8	5	5	5	98	7	8	8	8	7	7	98	98	7	7	8	8	9	9	9	8	7	7	7	9	10	10	8	8	438
8	10	8	8	7	98	10	10	10	8	9	9	9	8	10	10	10	98	10	9	10	9	8	6	98	10	10	10	8	8	386
8	8	5	10	7	98	8	10	10	9	8	8	8	7	10	9	10	5	9	8	10	5	8	8	98	10	10	8	7	8	298
10	10	98	10	8	8	8	10	10	8	10	8	8	8	8	8	10	10	8	8	8	8	10	10	98	10	8	10	5	8	234
8	8	8	8	8	8	8	8	8	8	8	8	8	7	9	8	8	8	10	10	9	8	7	7	8	9	9	10	7	8	50
8	8	8	9	6	98	10	10	10	7	8	8	8	7	8	9	8	98	9	9	9	7	98	98	9	10	9	9	7	8	374
7	8	98	5	3	98	8	10	10	7	8	98	7	7	8	8	8	98	8	5	10	5	5	5	7	5	7	6	8	8	392
7	9	7	7	7	98	5	7	7	8	8	4	7	5	7	8	7	98	9	9	9	7	5	5	5	8	8	8	7	8	420
7	10	5	10	5	5	10	10	10	10	8	7	5	5	8	8	6	4	9	8	9	5	8	9	9	5	5	5	5	8	10
7	8	8	7	5	5	8	8	8	7	7	7	7	98	8	7	7	98	7	5	8	5	8	8	8	9	8	8	7	8	147
8	7	8	7	5	98	8	7	7	7	8	7	9	8	8	6	7	7	8	7	8	6	7	7	6	4	7	7	6	8	314
7	8	6	9	6	98	9	9	9	7	7	7	7	8	8	8	7	5	9	7	9	5	8	8	98	10	8	8	7	8	267
8	8	5	8	98	98	5	5	5	5	8	8	8	7	8	8	8	8	9	8	9	7	7	7	7	8	8	8	7	8	36
8	8	8	8	98	98	8	8	8	7	8	8	8	98	7	8	8	8	8	8	8	7	8	8	98	10	8	8	5	8	238
7	98	5	5	4	8	7	8	7	8	7	5	6	6	8	7	8	98	7	4	8	6	6	5	5	10	7	5	5	8	377
7	8	7	8	6	98	10	10	10	7	7	7	6	6	5	8	7	3	8	7	9	2	5	7	98	8	8	6	5	8	67
6	8	98	7	5	98	8	8	10	6	6	6	98	7	3	5	8	8	8	5	9	4	7	98	98	8	7	7	6	8	38
6	8	6	6	5	98	7	7	7	6	7	8	8	5	5	6	7	5	8	7	10	5	5	5	5	5	6	6	6	8	391
6	3	4	6	5	98	6	8	8	6	5	8	8	8	5	7	7	5	5	5	6	4	4	5	5	2	5	6	6	8	219
6	7	5	5	5	98	8	8	9	7	6	5	98	4	6	5	8	98	7	5	7	4	7	7	98	4	5	4	5	8	87
5	8	8	5	3	98	8	8	10	5	5	5	98	6	5	1	8	98	10	3	8	1	5	1	98	2	5	5	5	8	157
4	3	3	3	4	98	9	10	10	2	6	98	5	98	5	3	5	98	2	2	5	1	98	98	5	5	3	1	3	8	8
6	7	4	7	4	98	8	9	8	6	8	6	7	5	6	8	6	7	9	4	9	7	98	98	98	1	5	4	6	8	149
10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	8	413
10	10	10	10	10	9	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	8	199
10	10	10	10	10	98	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	8	254
10	9	9	9	7	98	9	9	9	10	10	9	10	9	9	8	9	98	8	8	10	8	9	8	9	10	9	10	9	8	7
10	10	8	10	10	5	8	10	10	9	9	10	8	8	10	7	10	10	9	9	10	9	8	8	8	10	10	10	9	8	325
9	10	98	8	5	98	8	9	10	10	9	98	8	7	10	9	9	98	10	7	10	98	5	5	5	10	10	10	9	8	143
10	10	5	10	10	98	10	10	10	8	10	10	10	10	10	10	10	10	10	10	10	10	8	8	98	10	10	10	8	8	312
10	10	98	10	5	98	10	10	10	8	10	5	10	8	10	10	10	10	10	10	10	5	10	10	98	10	98	10	8	8	80
9	9	9	9	9	98	9	10	9	9	9	9	9	9	9	9	9	98	9	9	9	9	9	9	9	10	9	9	8	8	37
10	10	10	10	10	98	10	10	10	8	8	10	9	98	10	9	9	98	10	9	9	9	10	10	9	10	10	10	7	8	183
8	8	8	8	10	98	10	10	10	9	8	10	8	98	10	10	9	98	9	8	10	98	7	7	9	8	9	8	8	8	239
8	10	10	10	8	9	8	8	8	8	9	9	9	9	9	9	9	9	9	9	10	9	5	5	9	10	10	10	9	8	346
9	10	8	8	98	98	10	10	10	8	9	8	8	9	9	9	7	98	9	6	9	8	6	6	8	9	10	10	8	8	274
10	10	8	10	8	98	98	10	10	10	8	98	8	98	10	10	8	98	8	8	8	8	10	8	8	10	8	8	5	8	12
8	9	8	9	7	98	10	10	10	9	9	98	8	98	9	7	9	8	10	9	10	7	7	7	98	8	9	9	7	8	290
8	8	5	5	5	98	7	8	8	8	7	7	98	98	7	7	8	8	9	9	9	8	7	7	7	9	10	10	8	8	438
8	10	8	8	7	98	10	10	10	8	9	9	9	8	10	10	10	98	10	9	10	9	8	6	98	10	10	10	8	8	386
8	8	5	10	7	98	8	10	10	9	8	8	8	7	10	9	10	5	9	8	10	5	8	8	98	10	10	8	7	8	298
10	10	98	10	8	8	8	10	10	8	10	8	8	8	8	8	10	10	8	8	8	8	10	10	98	10	8	10	5	8	234
8	8	8	8	8	8	8	8	8	8	8	8	8	7	9	8	8	8	10	10	9	8	7	7	8	9	9	10	7	8	50
8	8	8	9	6	98	10	10	10	7	8	8	8	7	8	9	8	98	9	9	9	7	98	98	9	10	9	9	7	8	374
7	8	98	5	3	98	8	10	10	7	8	98	7	7	8	8	8	98	8	5	10	5	5	5	7	5	7	6	8	8	392
7	9	7	7	7	98	5	7	7	8	8	4	7	5	7	8	7	98	9	9	9	7	5	5	5	8	8	8	7	8	420
